field_1,lat,long,distance_t,NAME
"5947",47.5582000000,-122.0250000000,0.6770680733,Issaquah
"5948",47.5317000000,-121.8660000000,0.4625535780,Snoqualmie Valley
"5949",47.4521000000,-122.1610000000,0.3056623683,Renton
"5950",47.3406000000,-122.2690000000,0.5886571295,Federal Way
"5951",47.5902000000,-121.9880000000,0.6968663951,Issaquah
"5952",47.5355000000,-122.2420000000,0.6593890574,Mercer Island
"5953",47.7250000000,-122.1720000000,0.3655141637,Lake Washington
"5954",47.6528000000,-122.3310000000,0.4602304795,Seattle
"5955",47.6635000000,-122.0170000000,1.4336784382,Lake Washington
"5956",47.7022000000,-122.3740000000,0.4121800349,Seattle
"5957",47.4565000000,-122.2760000000,0.4851600049,Highline
"5958",47.6590000000,-122.3980000000,0.3994683925,Seattle
"5959",47.3774000000,-122.0270000000,0.4620572321,Tahoma
"5960",47.7266000000,-122.1030000000,0.2631432113,Northshore
"5961",47.5703000000,-122.2800000000,0.3423476797,Seattle
"5962",47.6492000000,-122.0620000000,0.7604281899,Lake Washington
"5963",47.4681000000,-122.2820000000,0.2516779109,Tukwila
"5964",47.3501000000,-122.1400000000,0.6156040337,Kent
"5965",47.5513000000,-122.2640000000,0.4361131564,Seattle
"5966",47.3638000000,-122.0530000000,1.4143519133,Tahoma
"5967",47.3638000000,-122.0530000000,1.4143519133,Tahoma
"5968",47.6436000000,-122.3030000000,0.2126604446,Seattle
"5969",47.7621000000,-122.3580000000,0.4229175926,Shoreline
"5970",47.7165000000,-122.3610000000,0.3914311251,Seattle
"5971",47.3714000000,-122.1770000000,0.1156943444,Kent
"5972",47.2889000000,-122.3630000000,0.7074975118,Federal Way
"5973",47.4125000000,-122.2070000000,0.2270725758,Kent
"5974",47.6018000000,-122.2910000000,0.0433236693,Seattle
"5975",47.7266000000,-122.1750000000,0.4083214138,Lake Washington
"5976",47.6660000000,-122.1780000000,0.3179175866,Lake Washington
"5977",47.6325000000,-122.1210000000,0.1322993261,Bellevue
"5978",47.6228000000,-122.1210000000,0.4762750610,Bellevue
"5979",47.4349000000,-122.1050000000,0.4396893636,Kent
"5980",47.5417000000,-122.3570000000,0.1639635265,Seattle
"5981",47.4053000000,-122.1890000000,0.4163133035,Kent
"5982",47.6807000000,-122.3660000000,0.3859024640,Seattle
"5983",47.5878000000,-122.3810000000,0.6137965415,Seattle
"5984",47.6351000000,-122.1650000000,0.5454482286,Bellevue
"5985",47.6740000000,-122.3500000000,0.6408305923,Seattle
"5986",47.3490000000,-122.0210000000,0.2805901914,Tahoma
"5987",47.4403000000,-122.3430000000,1.0512777493,Highline
"5988",47.5469000000,-122.3910000000,0.4739451884,Seattle
"5989",47.7058000000,-122.3150000000,0.5292210153,Seattle
"5990",47.5245000000,-121.9310000000,1.4552658936,Issaquah
"5991",47.5079000000,-122.3440000000,0.3737946265,Highline
"5992",47.6709000000,-122.0520000000,0.3750314266,Lake Washington
"5993",47.7346000000,-121.9850000000,0.8804293919,Riverview
"5994",47.7102000000,-122.3560000000,0.2814863033,Seattle
"5995",47.4721000000,-122.1480000000,0.7133262763,Renton
"5996",47.4044000000,-121.9630000000,2.7954710355,Tahoma
"5997",47.7188000000,-122.1770000000,0.5127812586,Lake Washington
"5998",47.7074000000,-122.1010000000,0.3809446845,Lake Washington
"5999",47.7335000000,-122.2270000000,0.3974641392,Northshore
"6000",47.3609000000,-122.0480000000,0.9271459985,Tahoma
"6001",47.6660000000,-122.1850000000,0.3553155240,Lake Washington
"6002",47.7443000000,-122.3260000000,0.5130251943,Shoreline
"6003",47.6329000000,-122.3100000000,0.1138633980,Seattle
"6004",47.5243000000,-122.0420000000,0.3997443771,Issaquah
"6005",47.4161000000,-122.4410000000,0.9538625834,Vashon Island
"6006",47.6880000000,-122.3790000000,0.4112382282,Seattle
"6007",47.5230000000,-121.8770000000,0.2562713817,Snoqualmie Valley
"6008",47.6515000000,-122.3990000000,0.2254458754,Seattle
"6009",47.6709000000,-122.3370000000,0.4396815539,Seattle
"6010",47.3779000000,-122.3200000000,0.7012346649,Highline
"6011",47.5187000000,-122.3630000000,0.2037983287,Seattle
"6012",47.7430000000,-121.9250000000,1.2548554062,Riverview
"6013",47.7469000000,-122.2170000000,0.5096620526,Northshore
"6014",47.4730000000,-122.2930000000,0.5869646585,Highline
"6015",47.4414000000,-122.1540000000,0.2750726510,Kent
"6016",47.7433000000,-122.2290000000,0.3339491962,Northshore
"6017",47.4090000000,-122.3330000000,0.5607773292,Highline
"6018",47.5430000000,-121.8880000000,0.9228910170,Snoqualmie Valley
"6019",47.6376000000,-122.3070000000,0.2237515118,Seattle
"6020",47.6881000000,-122.1840000000,0.5753607142,Lake Washington
"6021",47.5198000000,-122.3510000000,0.3959041532,Seattle
"6022",47.5516000000,-122.2170000000,0.3054284864,Mercer Island
"6023",47.5493000000,-122.0040000000,0.1758667914,Issaquah
"6024",47.6982000000,-122.1380000000,0.7884858229,Lake Washington
"6025",47.7276000000,-122.3070000000,0.2449751863,Seattle
"6026",47.7325000000,-121.9690000000,0.7998197722,Riverview
"6027",47.5774000000,-122.1530000000,0.3649319837,Bellevue
"6028",47.6354000000,-122.3460000000,0.2249670599,Seattle
"6029",47.3049000000,-122.3860000000,0.4761413606,Federal Way
"6030",47.6581000000,-122.3900000000,0.1048034639,Seattle
"6031",47.6452000000,-122.3690000000,0.3604724928,Seattle
"6032",47.6700000000,-122.1550000000,0.2236655658,Lake Washington
"6033",47.5677000000,-122.3170000000,0.3370572847,Seattle
"6034",47.3818000000,-122.2100000000,0.3039911794,Kent
"6035",47.6488000000,-122.2010000000,0.5157690587,Lake Washington
"6036",47.2593000000,-122.3120000000,1.2602549746,Fife
"6037",47.5670000000,-122.3850000000,0.1091791638,Seattle
"6038",47.3352000000,-122.1900000000,0.5172445424,Auburn
"6039",47.5612000000,-122.2290000000,0.4808587195,Mercer Island
"6040",47.4878000000,-122.3410000000,0.1489844203,Highline
"6041",47.6854000000,-122.3290000000,0.3580725880,Seattle
"6042",47.7058000000,-122.1310000000,0.5348190678,Lake Washington
"6043",47.5851000000,-121.9920000000,0.7725185980,Issaquah
"6044",47.3317000000,-122.3650000000,0.4326016909,Federal Way
"6045",47.7009000000,-122.3170000000,0.2721410929,Seattle
"6046",47.7315000000,-122.0580000000,0.9781044335,Lake Washington
"6047",47.7067000000,-122.1190000000,0.5719665087,Lake Washington
"6048",47.5280000000,-122.3590000000,0.3420560905,Seattle
"6049",47.7775000000,-122.3360000000,0.5340734677,Shoreline
"6050",47.6325000000,-122.1210000000,0.1322993261,Bellevue
"6051",47.5958000000,-122.0380000000,0.4929749735,Issaquah
"6052",47.5673000000,-122.4010000000,0.2292414510,Seattle
"6053",47.5746000000,-122.1360000000,0.3185168543,Bellevue
"6054",47.6748000000,-122.2790000000,0.4243324509,Seattle
"6055",47.4215000000,-122.2890000000,0.2140900626,Highline
"6056",47.4493000000,-122.2820000000,0.3139024712,Highline
"6057",47.6471000000,-122.3970000000,0.1269641362,Seattle
"6058",47.4825000000,-122.1080000000,0.3549101026,Issaquah
"6059",47.7648000000,-122.3550000000,0.3220876064,Shoreline
"6060",47.7175000000,-122.2880000000,0.5748315498,Seattle
"6061",47.6910000000,-122.1050000000,0.2788614852,Lake Washington
"6062",47.6831000000,-122.3250000000,0.1531781035,Seattle
"6063",47.7379000000,-122.1850000000,0.4548227505,Northshore
"6064",47.6798000000,-122.0330000000,0.3704548845,Lake Washington
"6065",47.5769000000,-122.3720000000,0.6203864860,Seattle
"6066",47.5476000000,-122.2190000000,0.4589666601,Mercer Island
"6067",47.6249000000,-122.2060000000,0.2430840272,Bellevue
"6068",47.3795000000,-122.0230000000,0.5305794532,Tahoma
"6069",47.7291000000,-122.2180000000,0.8279824591,Lake Washington
"6070",47.3752000000,-122.2360000000,0.6432345078,Kent
"6071",47.6531000000,-122.4050000000,0.4333319137,Seattle
"6072",47.3535000000,-122.0260000000,0.1320593870,Tahoma
"6073",47.6604000000,-122.2890000000,0.5351102904,Seattle
"6074",47.5498000000,-121.9960000000,0.4585204460,Issaquah
"6075",47.6603000000,-122.0870000000,0.9389598308,Lake Washington
"6076",47.7111000000,-122.0320000000,0.7390244377,Lake Washington
"6077",47.4457000000,-122.1230000000,0.3662694939,Kent
"6078",47.6955000000,-122.3040000000,0.2641592221,Seattle
"6079",47.6216000000,-122.1610000000,0.4931736328,Bellevue
"6080",47.6146000000,-122.2990000000,0.4405318903,Seattle
"6081",47.6157000000,-122.1740000000,0.8217087372,Bellevue
"6082",47.7663000000,-122.2280000000,0.3231191542,Northshore
"6083",47.7087000000,-121.3520000000,0.4878767377,Skykomish
"6084",47.3585000000,-121.9880000000,1.1439055015,Tahoma
"6085",47.7217000000,-122.2560000000,0.6256703686,Lake Washington
"6086",47.2742000000,-122.2990000000,0.3030554802,Federal Way
"6087",47.3888000000,-122.0320000000,0.7837570869,Tahoma
"6088",47.2918000000,-122.1970000000,0.7640517202,Auburn
"6089",47.4379000000,-122.0220000000,2.1173548124,Tahoma
"6090",47.2582000000,-122.2230000000,0.4508648438,Auburn
"6091",47.7540000000,-122.3410000000,0.2404544367,Shoreline
"6092",47.5663000000,-122.1250000000,0.4657467284,Issaquah
"6093",47.7453000000,-122.1940000000,0.2340250505,Northshore
"6094",47.5950000000,-122.3060000000,0.1326721775,Seattle
"6095",47.6762000000,-122.1700000000,0.1302015709,Lake Washington
"6096",47.4285000000,-122.5110000000,2.4466593342,Vashon Island
"6097",47.3533000000,-122.0820000000,0.4262312739,Kent
"6098",47.2632000000,-122.2090000000,0.6952049864,Auburn
"6099",47.7433000000,-122.0820000000,0.1533313969,Northshore
"6100",47.7145000000,-122.3690000000,0.6941000213,Seattle
"6101",47.6224000000,-122.1090000000,0.3658400672,Bellevue
"6102",47.6842000000,-122.3650000000,0.3142358987,Seattle
"6103",47.6579000000,-122.2770000000,0.2995372855,Seattle
"6104",47.2770000000,-122.2110000000,0.2193237077,Auburn
"6105",47.3664000000,-122.0870000000,0.1295668881,Kent
"6106",47.2977000000,-122.3740000000,0.2467696298,Federal Way
"6107",47.5602000000,-122.2800000000,0.4247857840,Seattle
"6108",47.5563000000,-122.1840000000,0.1742097871,Bellevue
"6109",47.5347000000,-122.0710000000,1.2061900191,Issaquah
"6110",47.7021000000,-122.2330000000,0.9625278437,Lake Washington
"6111",47.3310000000,-122.2860000000,0.2291758773,Federal Way
"6112",47.4510000000,-122.2780000000,0.3729496997,Highline
"6113",47.7468000000,-121.9800000000,0.1026616087,Riverview
"6114",47.5289000000,-122.2720000000,0.2287334625,Seattle
"6115",47.6433000000,-122.4030000000,0.1267699744,Seattle
"6116",47.7490000000,-122.3120000000,0.1221061254,Shoreline
"6117",47.7684000000,-122.2890000000,0.3729983152,Shoreline
"6118",47.6078000000,-122.3070000000,0.1421712371,Seattle
"6119",47.6894000000,-122.3500000000,0.3854045374,Seattle
"6120",47.4088000000,-122.0890000000,1.5279998226,Tahoma
"6121",47.5395000000,-122.3690000000,0.2619208634,Seattle
"6122",47.4574000000,-122.0100000000,3.4481430958,Issaquah
"6123",47.6996000000,-122.3100000000,0.1368164949,Seattle
"6124",47.6104000000,-122.3030000000,0.1731790235,Seattle
"6125",47.6453000000,-122.4030000000,0.2123932886,Seattle
"6126",47.6891000000,-122.3310000000,0.2128297790,Seattle
"6127",47.7259000000,-122.3610000000,0.3218921519,Seattle
"6128",47.7453000000,-121.9840000000,0.1574357974,Riverview
"6129",47.6365000000,-122.0400000000,0.7153811455,Lake Washington
"6130",47.7369000000,-122.3380000000,0.1723725864,Shoreline
"6131",47.7364000000,-121.9690000000,0.7717989665,Riverview
"6132",47.5254000000,-122.3180000000,0.3365103467,Seattle
"6133",47.7281000000,-122.2330000000,0.2527158122,Lake Washington
"6134",47.5628000000,-122.1150000000,0.1272650937,Issaquah
"6135",47.5044000000,-122.1480000000,0.2793585031,Issaquah
"6136",47.5434000000,-122.1660000000,0.6480901576,Bellevue
"6137",47.2638000000,-122.2430000000,0.5712259663,Auburn
"6138",47.7525000000,-122.2440000000,1.0616340469,Northshore
"6139",47.3511000000,-122.2660000000,0.7722024388,Federal Way
"6140",47.3185000000,-122.2620000000,0.1171227112,Auburn
"6141",47.5874000000,-122.1360000000,0.4032501602,Bellevue
"6142",47.7420000000,-122.3250000000,0.6475069829,Shoreline
"6143",47.4917000000,-122.1880000000,0.3730117146,Renton
"6144",47.7049000000,-122.3490000000,0.6577669400,Seattle
"6145",47.6393000000,-121.9670000000,3.3341158331,Snoqualmie Valley
"6146",47.4879000000,-122.2450000000,0.4347967809,Renton
"6147",47.7599000000,-122.3750000000,0.8295121774,Shoreline
"6148",47.2909000000,-122.3420000000,0.2561608645,Federal Way
"6149",47.4318000000,-122.2920000000,0.8076435597,Highline
"6150",47.5040000000,-122.2480000000,0.4746350926,Seattle
"6151",47.5524000000,-121.9910000000,0.7502627519,Issaquah
"6152",47.4979000000,-122.3630000000,0.2395814141,Highline
"6153",47.4539000000,-122.1500000000,0.3975576994,Kent
"6154",47.4119000000,-122.1810000000,0.1749366077,Kent
"6155",47.6847000000,-122.2910000000,0.2321421352,Seattle
"6156",47.4559000000,-122.3440000000,0.2095133544,Highline
"6157",47.4613000000,-121.9970000000,3.8052174199,Issaquah
"6158",47.7025000000,-122.1980000000,0.2928085754,Lake Washington
"6159",47.6058000000,-122.3000000000,0.0971160675,Seattle
"6160",47.7378000000,-121.9770000000,0.6916129216,Riverview
"6161",47.5538000000,-121.9580000000,1.8223313075,Issaquah
"6162",47.6783000000,-122.1570000000,0.6275068947,Lake Washington
"6163",47.6371000000,-122.3930000000,0.5226828982,Seattle
"6164",47.6402000000,-122.3570000000,0.2497006103,Seattle
"6165",47.5020000000,-122.2280000000,0.2806431012,Renton
"6166",47.6322000000,-122.2120000000,0.0644114139,Bellevue
"6167",47.2880000000,-122.1960000000,0.7109756278,Auburn
"6168",47.7565000000,-122.3310000000,0.2566684116,Shoreline
"6169",47.6916000000,-122.1580000000,0.6171351759,Lake Washington
"6170",47.7186000000,-122.2180000000,0.3971087258,Lake Washington
"6171",47.6373000000,-122.0640000000,0.1729558988,Lake Washington
"6172",47.5533000000,-121.9930000000,0.7094106316,Issaquah
"6173",47.6662000000,-122.3380000000,0.1265924299,Seattle
"6174",47.6234000000,-122.1910000000,0.6046931789,Bellevue
"6175",47.4107000000,-122.1790000000,0.2031222765,Kent
"6176",47.4674000000,-122.1780000000,0.1543026866,Renton
"6177",47.5521000000,-122.3730000000,0.3378289581,Seattle
"6178",47.5759000000,-121.9940000000,0.4640002638,Issaquah
"6179",47.5060000000,-122.2420000000,0.4378991066,Renton
"6180",47.5780000000,-122.0560000000,1.2094913365,Issaquah
"6181",47.6820000000,-122.3650000000,0.4319342271,Seattle
"6182",47.5627000000,-122.0180000000,0.4090847163,Issaquah
"6183",47.7754000000,-122.1730000000,0.5690476212,Northshore
"6184",47.5670000000,-122.3180000000,0.3402872466,Seattle
"6185",47.7117000000,-122.2780000000,0.4439352246,Seattle
"6186",47.5726000000,-122.3080000000,0.2536993197,Seattle
"6187",47.5536000000,-122.2860000000,0.2881300267,Seattle
"6188",47.3767000000,-122.1610000000,0.4157008991,Kent
"6189",47.6287000000,-122.2870000000,0.3850805470,Seattle
"6190",47.5834000000,-122.0010000000,0.3262863971,Issaquah
"6191",47.6542000000,-122.3310000000,0.3974699047,Seattle
"6192",47.2887000000,-122.2990000000,0.6291592382,Federal Way
"6193",47.5310000000,-121.8540000000,1.0259554196,Snoqualmie Valley
"6194",47.5055000000,-122.1890000000,0.2473081218,Renton
"6195",47.5531000000,-122.3070000000,0.3278465736,Seattle
"6196",47.6051000000,-122.2980000000,0.1788026140,Seattle
"6197",47.6804000000,-121.9130000000,1.4013505352,Riverview
"6198",47.4749000000,-122.1550000000,0.6370630359,Renton
"6199",47.4905000000,-122.3430000000,0.2601361407,Highline
"6200",47.4768000000,-122.2060000000,0.3597993665,Renton
"6201",47.5697000000,-122.3950000000,0.3037583604,Seattle
"6202",47.6858000000,-122.1070000000,0.5014670323,Lake Washington
"6203",47.7462000000,-121.9780000000,0.2040882683,Riverview
"6204",47.4558000000,-122.2120000000,0.1907703420,Renton
"6205",47.6784000000,-122.3610000000,0.5709813705,Seattle
"6206",47.7762000000,-122.3840000000,0.6070894107,Shoreline
"6207",47.5311000000,-122.3730000000,0.3731957976,Seattle
"6208",47.6493000000,-122.4130000000,0.6513978211,Seattle
"6209",47.7496000000,-122.3550000000,0.2346820621,Shoreline
"6210",47.7479000000,-122.3430000000,0.4716486803,Shoreline
"6211",47.4211000000,-122.3140000000,0.6642221756,Highline
"6212",47.3889000000,-122.0480000000,0.3503867891,Tahoma
"6213",47.2964000000,-122.1160000000,1.4250174585,Auburn
"6214",47.6505000000,-122.3840000000,0.5112196761,Seattle
"6215",47.3493000000,-122.3060000000,0.5921682017,Federal Way
"6216",47.6220000000,-122.3000000000,0.2491350216,Seattle
"6217",47.6845000000,-122.3750000000,0.1094887825,Seattle
"6218",47.7213000000,-122.3650000000,0.5493688333,Seattle
"6219",47.4762000000,-122.1560000000,0.5979947208,Renton
"6220",47.3802000000,-122.2070000000,0.4074580045,Kent
"6221",47.3168000000,-122.4010000000,0.6212587882,Federal Way
"6222",47.7586000000,-122.3420000000,0.3715078434,Shoreline
"6223",47.6958000000,-122.3430000000,0.1267949787,Seattle
"6224",47.3933000000,-122.1880000000,0.2941052929,Kent
"6225",47.3596000000,-122.0400000000,0.5410562988,Tahoma
"6226",47.7197000000,-122.3280000000,0.3419128066,Seattle
"6227",47.5554000000,-122.0770000000,1.4774910344,Issaquah
"6228",47.7391000000,-122.1020000000,0.8608584452,Northshore
"6229",47.6110000000,-121.9920000000,1.2430316338,Snoqualmie Valley
"6230",47.4058000000,-122.1770000000,0.2403232006,Kent
"6231",47.6972000000,-122.0250000000,0.9743205543,Lake Washington
"6232",47.4726000000,-122.2820000000,0.1705211788,Tukwila
"6233",47.4229000000,-122.3240000000,0.1949057814,Highline
"6234",47.6224000000,-122.3260000000,0.2441055427,Seattle
"6235",47.5642000000,-122.3790000000,0.2656923035,Seattle
"6236",47.5372000000,-121.8760000000,0.3252693153,Snoqualmie Valley
"6237",47.6223000000,-122.2080000000,0.2784545950,Bellevue
"6238",47.4575000000,-121.7480000000,1.0609601417,Snoqualmie Valley
"6239",47.5467000000,-122.1730000000,0.3903819927,Bellevue
"6240",47.3360000000,-122.3500000000,0.5736063232,Federal Way
"6241",47.7273000000,-122.2360000000,0.2961823448,Lake Washington
"6242",47.3321000000,-122.1720000000,0.5159464747,Auburn
"6243",47.5717000000,-122.2870000000,0.1983504524,Seattle
"6244",47.5892000000,-122.3090000000,0.1295755166,Seattle
"6245",47.3675000000,-122.0420000000,0.9184002761,Tahoma
"6246",47.5596000000,-122.0160000000,0.2504020163,Issaquah
"6247",47.5882000000,-122.1550000000,0.4020337670,Bellevue
"6248",47.3904000000,-122.1540000000,0.9800967029,Kent
"6249",47.5119000000,-122.3860000000,0.4221213174,Seattle
"6250",47.6544000000,-122.1340000000,0.5695937346,Lake Washington
"6251",47.4234000000,-122.2120000000,0.2278176768,Kent
"6252",47.5978000000,-122.0380000000,0.3446239774,Issaquah
"6253",47.7199000000,-122.2460000000,0.7541903305,Lake Washington
"6254",47.6929000000,-122.3790000000,0.2739898501,Seattle
"6255",47.6640000000,-122.3100000000,0.4188274866,Seattle
"6256",47.6195000000,-122.3130000000,0.3843458229,Seattle
"6257",47.4491000000,-122.1760000000,0.3861767297,Renton
"6258",47.5233000000,-122.3860000000,1.0186687040,Seattle
"6259",47.6288000000,-122.0310000000,0.5784137436,Lake Washington
"6260",47.4612000000,-122.3520000000,0.2815562003,Highline
"6261",47.7362000000,-121.9670000000,0.6778985541,Riverview
"6262",47.3603000000,-122.1900000000,0.4525660141,Kent
"6263",47.6265000000,-122.3230000000,0.0823067717,Seattle
"6264",47.6323000000,-122.0290000000,0.4521917246,Lake Washington
"6265",47.6670000000,-122.3330000000,0.2536001404,Seattle
"6266",47.4187000000,-122.3230000000,0.4625115160,Highline
"6267",47.5793000000,-122.0020000000,0.1608612238,Issaquah
"6268",47.7176000000,-122.2140000000,0.2097889612,Lake Washington
"6269",47.7719000000,-122.3610000000,0.1804641404,Shoreline
"6270",47.3848000000,-122.0330000000,0.6621131327,Tahoma
"6271",47.6276000000,-122.0530000000,0.1384659183,Lake Washington
"6272",47.5075000000,-122.2620000000,0.2048850768,Seattle
"6273",47.6737000000,-122.3040000000,0.6140528561,Seattle
"6274",47.6227000000,-122.3230000000,0.1802408563,Seattle
"6275",47.6362000000,-122.1750000000,0.2942372241,Bellevue
"6276",47.5190000000,-122.2600000000,0.2956990277,Seattle
"6277",47.6339000000,-122.0960000000,0.3513217532,Lake Washington
"6278",47.6631000000,-122.1290000000,0.4398355614,Lake Washington
"6279",47.6477000000,-122.1830000000,0.8052226810,Lake Washington
"6280",47.3588000000,-122.0380000000,0.4375029075,Tahoma
"6281",47.4375000000,-122.0080000000,2.0918238847,Tahoma
"6282",47.3424000000,-122.2750000000,0.2253748603,Federal Way
"6283",47.3630000000,-122.1270000000,0.6047404988,Kent
"6284",47.6033000000,-122.3030000000,0.1377501887,Seattle
"6285",47.5112000000,-122.1860000000,0.3930728464,Renton
"6286",47.3683000000,-122.2790000000,0.4022701038,Federal Way
"6287",47.2613000000,-122.3020000000,0.7642064593,Fife
"6288",47.3096000000,-122.1970000000,0.6959140052,Auburn
"6289",47.6413000000,-122.1130000000,0.2618554029,Bellevue
"6290",47.7163000000,-122.2290000000,0.0721561192,Lake Washington
"6291",47.5654000000,-122.1580000000,0.4452591974,Bellevue
"6292",47.5540000000,-122.3080000000,0.3002760662,Seattle
"6293",47.5223000000,-121.8180000000,0.0617626838,Snoqualmie Valley
"6294",47.6821000000,-122.1960000000,0.2721270885,Lake Washington
"6295",47.4233000000,-122.1770000000,0.4795382849,Kent
"6296",47.6024000000,-122.1430000000,0.2940235020,Bellevue
"6297",47.7636000000,-122.2940000000,0.2903885168,Shoreline
"6298",47.6604000000,-122.2900000000,0.7736165256,Seattle
"6299",47.4733000000,-121.9940000000,3.7590582748,Issaquah
"6300",47.5321000000,-122.0290000000,0.4483526318,Issaquah
"6301",47.5395000000,-122.2420000000,0.6518643787,Mercer Island
"6302",47.6238000000,-122.3110000000,0.1720926508,Seattle
"6303",47.5353000000,-122.0660000000,0.9692351907,Issaquah
"6304",47.5069000000,-122.1410000000,0.6674900244,Issaquah
"6305",47.3279000000,-122.1910000000,0.2582807667,Auburn
"6306",47.6962000000,-122.3140000000,0.2298634273,Seattle
"6307",47.6122000000,-122.2980000000,0.2978284585,Seattle
"6308",47.6293000000,-122.0510000000,0.2735310994,Lake Washington
"6309",47.3393000000,-122.2590000000,0.3928095384,Federal Way
"6310",47.7678000000,-122.2720000000,0.8062749130,Shoreline
"6311",47.6816000000,-122.3100000000,0.3415458424,Seattle
"6312",47.4133000000,-122.2090000000,0.3257351114,Kent
"6313",47.7651000000,-122.3390000000,0.3432010471,Shoreline
"6314",47.5108000000,-122.2570000000,0.1291680990,Seattle
"6315",47.3185000000,-122.3770000000,0.4433989897,Federal Way
"6316",47.4511000000,-122.0890000000,1.0530592870,Tahoma
"6317",47.7162000000,-122.3490000000,0.2635191269,Seattle
"6318",47.5375000000,-122.3740000000,0.1218728854,Seattle
"6319",47.3670000000,-122.1520000000,0.3783673520,Kent
"6320",47.7245000000,-121.9570000000,0.7974033384,Riverview
"6321",47.7475000000,-122.3640000000,0.2224107700,Shoreline
"6322",47.7317000000,-121.9640000000,0.6017589539,Riverview
"6323",47.4853000000,-122.3180000000,0.3410211152,Highline
"6324",47.5089000000,-122.1550000000,0.5173347479,Renton
"6325",47.3597000000,-122.0400000000,0.5428009782,Tahoma
"6326",47.4382000000,-122.3480000000,0.9561033817,Highline
"6327",47.5396000000,-122.2690000000,0.4281456395,Seattle
"6328",47.5684000000,-122.3000000000,0.4147776922,Seattle
"6329",47.5876000000,-122.2040000000,0.2905380183,Bellevue
"6330",47.7655000000,-122.2440000000,0.1806465145,Northshore
"6331",47.5742000000,-122.1390000000,0.2836184151,Bellevue
"6332",47.6476000000,-122.3560000000,0.1541644871,Seattle
"6333",47.4646000000,-122.1840000000,0.2584514196,Renton
"6334",47.3711000000,-122.0600000000,1.0713386098,Tahoma
"6335",47.4833000000,-121.8000000000,1.2218812326,Snoqualmie Valley
"6336",47.4410000000,-122.1250000000,0.1377789790,Kent
"6337",47.4899000000,-122.1640000000,0.4472392279,Renton
"6338",47.7630000000,-122.3420000000,0.5059657680,Shoreline
"6339",47.6147000000,-122.3000000000,0.4405835654,Seattle
"6340",47.6147000000,-122.3000000000,0.4405835654,Seattle
"6341",47.5535000000,-122.0950000000,1.1011850550,Issaquah
"6342",47.6638000000,-122.1280000000,0.5396901279,Lake Washington
"6343",47.6878000000,-122.2850000000,0.1842168221,Seattle
"6344",47.4919000000,-122.1870000000,0.3308215615,Renton
"6345",47.3627000000,-122.0730000000,0.3808107333,Kent
"6346",47.5653000000,-122.3690000000,0.5487874753,Seattle
"6347",47.3281000000,-122.1350000000,0.9952306279,Auburn
"6348",47.7289000000,-122.3400000000,0.2085325938,Seattle
"6349",47.6220000000,-122.1950000000,0.7211705859,Bellevue
"6350",47.2738000000,-122.2710000000,0.8666540676,Federal Way
"6351",47.7741000000,-122.3730000000,0.1589895661,Shoreline
"6352",47.4996000000,-122.1630000000,0.2245632115,Renton
"6353",47.6888000000,-122.2010000000,0.0867254580,Lake Washington
"6354",47.5401000000,-121.8610000000,0.8698555500,Snoqualmie Valley
"6355",47.5514000000,-122.2630000000,0.4664731024,Seattle
"6356",47.7094000000,-122.2130000000,0.6137181897,Lake Washington
"6357",47.4433000000,-122.1940000000,0.6653237985,Renton
"6358",47.7044000000,-122.3720000000,0.5894474616,Seattle
"6359",47.5860000000,-122.3130000000,0.1049665958,Seattle
"6360",47.6431000000,-122.3590000000,0.2201997700,Seattle
"6361",47.4756000000,-122.1570000000,0.6603796394,Renton
"6362",47.7765000000,-122.2760000000,1.0794032270,Shoreline
"6363",47.5273000000,-122.2650000000,0.2266116119,Seattle
"6364",47.7508000000,-122.3390000000,0.1980104653,Shoreline
"6365",47.6736000000,-122.3230000000,0.4040903384,Seattle
"6366",47.6736000000,-122.3230000000,0.4040903384,Seattle
"6367",47.4199000000,-122.1830000000,0.5816636059,Kent
"6368",47.3849000000,-122.2040000000,0.2142852541,Kent
"6369",47.7421000000,-122.0890000000,0.4795058379,Northshore
"6370",47.5812000000,-121.9930000000,0.5764813371,Issaquah
"6371",47.6255000000,-122.2090000000,0.0972468785,Bellevue
"6372",47.6916000000,-122.1220000000,0.1034098715,Lake Washington
"6373",47.5250000000,-122.3890000000,1.0539605157,Seattle
"6374",47.6744000000,-122.3830000000,0.2075565711,Seattle
"6375",47.5333000000,-121.8590000000,0.7887681129,Snoqualmie Valley
"6376",47.6415000000,-122.0570000000,0.5061608099,Lake Washington
"6377",47.6283000000,-122.3010000000,0.2002875859,Seattle
"6378",47.7143000000,-122.0320000000,0.5813631870,Lake Washington
"6379",47.6395000000,-122.2030000000,0.6998667840,Bellevue
"6380",47.5895000000,-122.3110000000,0.2226078873,Seattle
"6381",47.5577000000,-122.2970000000,0.3772325449,Seattle
"6382",47.4786000000,-122.1120000000,0.2879752369,Issaquah
"6383",47.4702000000,-122.2750000000,0.1475688203,Tukwila
"6384",47.5496000000,-122.1200000000,0.3196993867,Issaquah
"6385",47.5708000000,-122.2880000000,0.2073574447,Seattle
"6386",47.5095000000,-122.2470000000,0.7458978454,Renton
"6387",47.6809000000,-122.3510000000,0.4717903193,Seattle
"6388",47.4570000000,-122.2700000000,0.8453711947,Highline
"6389",47.4906000000,-122.3060000000,0.2731549711,Highline
