field_1,lat,long,Hub distan,E19013171
"5122",47.6037000000,-122.0430000000,,"149743"
"5123",47.3385000000,-122.2820000000,,"90133"
"5124",47.6141000000,-122.1360000000,,"97241"
"5125",47.3131000000,-122.1910000000,,"75649"
"5126",47.6625000000,-122.1780000000,,"127708"
"5127",47.3324000000,-122.1680000000,,"119423"
"5128",47.5362000000,-121.8740000000,,"150943"
"5129",47.4182000000,-122.1670000000,,"102566"
"5130",47.3829000000,-122.3220000000,,"72835"
"5131",47.5405000000,-122.1870000000,,"122647"
"5132",47.7050000000,-122.3670000000,,"92059"
"5133",47.6514000000,-122.3690000000,,"109567"
"5134",47.6365000000,-122.3910000000,,"170031"
"5135",47.3690000000,-122.1700000000,,"96917"
"5136",47.3655000000,-122.0270000000,,"118548"
"5137",47.5276000000,-122.1610000000,,"120231"
"5138",47.6648000000,-122.3580000000,,"116279"
"5139",47.7241000000,-122.3690000000,,"146750"
"5140",47.4866000000,-122.1470000000,,"113682"
"5141",47.7633000000,-122.2430000000,,"81796"
"5142",47.2046000000,-121.9960000000,,"59833"
"5143",47.6830000000,-122.0150000000,,"146596"
"5144",47.3766000000,-122.0270000000,,"119466"
"5145",47.7068000000,-122.1120000000,,"210341"
"5146",47.7237000000,-122.1810000000,,"95313"
"5147",47.7149000000,-122.2350000000,,"135200"
"5148",47.4787000000,-122.1290000000,,"115493"
"5149",47.7621000000,-122.3350000000,,"86750"
"5150",47.5430000000,-122.2900000000,,"32247"
"5151",47.5688000000,-122.0190000000,,"152059"
"5152",47.3405000000,-122.2880000000,,"90133"
"5153",47.6848000000,-122.3920000000,,"123698"
"5154",47.4044000000,-122.2080000000,,"67423"
"5155",47.6695000000,-122.3370000000,,"130909"
"5156",47.5632000000,-122.1480000000,,"147450"
"5157",47.6264000000,-122.2260000000,,"222500"
"5158",47.6176000000,-122.0440000000,,"170063"
"5159",47.4406000000,-122.1960000000,,"65799"
"5160",47.4608000000,-122.1960000000,,"66633"
"5161",47.5925000000,-122.0580000000,,"149743"
"5162",47.5441000000,-122.1720000000,,"122063"
"5163",47.6703000000,-122.2040000000,,"125600"
"5164",47.3124000000,-122.1830000000,,"75649"
"5165",47.3249000000,-122.1870000000,,"82917"
"5166",47.4971000000,-122.2610000000,,"93862"
"5167",47.4129000000,-122.2090000000,,"67423"
"5168",47.2750000000,-122.2950000000,,"96489"
"5169",47.3136000000,-122.3440000000,,"70550"
"5170",47.4483000000,-122.1580000000,,"82222"
"5171",47.1958000000,-122.0030000000,,"51559"
"5172",47.3359000000,-122.0330000000,,"104883"
"5173",47.6109000000,-122.2260000000,,"196250"
"5174",47.5689000000,-122.0060000000,,"149385"
"5175",47.5705000000,-122.3810000000,,"114212"
"5176",47.6950000000,-122.1690000000,,"99696"
"5177",47.6218000000,-122.0320000000,,"180761"
"5178",47.5081000000,-122.2660000000,,"93862"
"5179",47.5443000000,-122.1800000000,,"122647"
"5180",47.5420000000,-122.2820000000,,"53295"
"5181",47.5445000000,-122.1200000000,,"152560"
"5182",47.5009000000,-122.1640000000,,"87448"
"5183",47.6275000000,-122.3210000000,,"103750"
"5184",47.5546000000,-122.2740000000,,"111026"
"5185",47.5894000000,-122.1720000000,,"127200"
"5186",47.3875000000,-122.1530000000,,"112050"
"5187",47.5936000000,-122.0120000000,,"176375"
"5188",47.6798000000,-122.3540000000,,"124107"
"5189",47.6327000000,-122.0360000000,,"170063"
"5190",47.7274000000,-122.0620000000,,"165000"
"5191",47.6171000000,-122.0280000000,,"180761"
"5192",47.6231000000,-122.0440000000,,"170063"
"5193",47.5872000000,-122.1730000000,,"127200"
"5194",47.5796000000,-122.2290000000,,"111950"
"5195",47.6423000000,-122.3700000000,,"109567"
"5196",47.3859000000,-122.2880000000,,"92782"
"5197",47.3733000000,-122.4320000000,,"90487"
"5198",47.5543000000,-122.3980000000,,"105896"
"5199",47.4703000000,-122.0760000000,,"99722"
"5200",47.5217000000,-122.1550000000,,"120231"
"5201",47.6069000000,-122.1670000000,,"106000"
"5202",47.7109000000,-122.3230000000,,"45925"
"5203",47.5895000000,-122.2320000000,,"111950"
"5204",47.6406000000,-122.3440000000,,"113670"
"5205",47.6813000000,-122.1870000000,,"125600"
"5206",47.6727000000,-122.2970000000,,"95463"
"5207",47.2949000000,-122.2850000000,,"82955"
"5208",47.3028000000,-122.3500000000,,"70550"
"5209",47.5196000000,-122.1510000000,,"120231"
"5210",47.7434000000,-122.1060000000,,"127434"
"5211",47.3333000000,-122.2660000000,,"92632"
"5212",47.2015000000,-122.0050000000,,"59833"
"5213",47.3317000000,-122.2760000000,,"83264"
"5214",47.5469000000,-122.2770000000,,"63493"
"5215",47.4989000000,-122.3020000000,,"43646"
"5216",47.5773000000,-122.0550000000,,"106971"
"5217",47.4192000000,-122.2010000000,,"107153"
"5218",47.5837000000,-121.9710000000,,"124252"
"5219",47.4471000000,-122.2070000000,,"85031"
"5220",47.7699000000,-122.3350000000,,"66734"
"5221",47.4938000000,-122.1710000000,,"66433"
"5222",47.5250000000,-122.3780000000,,"99706"
"5223",47.5448000000,-121.9300000000,,"124252"
"5224",47.6210000000,-122.3020000000,,"113397"
"5225",47.6842000000,-122.3480000000,,"124107"
"5226",47.6306000000,-121.9680000000,,"149688"
"5227",47.5772000000,-122.3070000000,,"74953"
"5228",47.5591000000,-122.2950000000,,"78407"
"5229",47.6503000000,-122.1980000000,,"143920"
"5230",47.6825000000,-122.3910000000,,"123698"
"5231",47.3091000000,-122.0060000000,,"110139"
"5232",47.7104000000,-122.2350000000,,"135200"
"5233",47.7713000000,-122.1290000000,,"161806"
"5234",47.4991000000,-122.1760000000,,"59952"
"5235",47.5709000000,-122.2140000000,,"202827"
"5236",47.6629000000,-122.2770000000,,"175735"
"5237",47.3693000000,-122.1290000000,,"88791"
"5238",47.7739000000,-122.2740000000,,"125481"
"5239",47.7724000000,-122.3620000000,,"85398"
"5240",47.7724000000,-122.3620000000,,"85398"
"5241",47.7660000000,-122.3200000000,,"71033"
"5242",47.7698000000,-122.3840000000,,"115058"
"5243",47.7403000000,-122.3180000000,,"81207"
"5244",47.4038000000,-122.2030000000,,"79158"
"5245",47.3032000000,-122.3060000000,,"47297"
"5246",47.7035000000,-122.1640000000,,"103112"
"5247",47.7035000000,-122.1640000000,,"103112"
"5248",47.6964000000,-122.4000000000,,"110139"
"5249",47.3081000000,-122.3910000000,,"89736"
"5250",47.6835000000,-122.1990000000,,"118382"
"5251",47.5655000000,-122.3630000000,,"81066"
"5252",47.6931000000,-122.2830000000,,"135088"
"5253",47.6754000000,-122.3590000000,,"106172"
"5254",47.3685000000,-122.0770000000,,"96250"
"5255",47.4331000000,-122.2910000000,,"54879"
"5256",47.7225000000,-122.2000000000,,"111497"
"5257",47.5526000000,-121.9990000000,,"124252"
"5258",47.5841000000,-121.9710000000,,"124252"
"5259",47.5699000000,-122.0060000000,,"149385"
"5260",47.2823000000,-122.3330000000,,"81054"
"5261",47.4651000000,-121.9930000000,,"113651"
"5262",47.4624000000,-122.1320000000,,"95658"
"5263",47.6942000000,-122.3190000000,,"84395"
"5264",47.7327000000,-122.2330000000,,"100069"
"5265",47.6323000000,-121.9850000000,,"149688"
"5266",47.6377000000,-122.0490000000,,"170063"
"5267",47.4887000000,-122.2230000000,,"58335"
"5268",47.4887000000,-122.2230000000,,"58335"
"5269",47.7413000000,-121.9790000000,,"119813"
"5270",47.3717000000,-122.0730000000,,"105268"
"5271",47.3774000000,-122.2360000000,,"51362"
"5272",47.7255000000,-122.3270000000,,"86696"
"5273",47.5028000000,-121.7700000000,,"102348"
"5274",47.7312000000,-122.2980000000,,"69790"
"5275",47.6688000000,-122.3240000000,,"105536"
"5276",47.7601000000,-122.1340000000,,"161806"
"5277",47.4521000000,-122.1400000000,,"95658"
"5278",47.7296000000,-122.2320000000,,"100069"
"5279",47.3375000000,-122.1230000000,,"109764"
"5280",47.7226000000,-122.2190000000,,"106391"
"5281",47.3137000000,-122.3430000000,,"70550"
"5282",47.3734000000,-122.1190000000,,"110551"
"5283",47.5026000000,-122.2340000000,,"93571"
"5284",47.4471000000,-122.4730000000,,"71444"
"5285",47.6578000000,-122.3900000000,,"84583"
"5286",47.4510000000,-122.2730000000,,"83897"
"5287",47.7277000000,-122.3080000000,,"69790"
"5288",47.6718000000,-122.3290000000,,"130909"
"5289",47.6930000000,-122.3610000000,,"69596"
"5290",47.6426000000,-122.4090000000,,"170031"
"5291",47.6850000000,-122.3630000000,,"110202"
"5292",47.6232000000,-122.1420000000,,"97241"
"5293",47.3782000000,-122.3040000000,,"38295"
"5294",47.6614000000,-122.0600000000,,"165425"
"5295",47.7001000000,-122.2000000000,,"118382"
"5296",47.3528000000,-122.0570000000,,"95408"
"5297",47.4683000000,-122.2630000000,,"59225"
"5298",47.4698000000,-122.1660000000,,"100461"
"5299",47.5194000000,-122.1510000000,,"120231"
"5300",47.7721000000,-122.2930000000,,"93811"
"5301",47.6571000000,-122.1330000000,,"128088"
"5302",47.7149000000,-122.0990000000,,"176607"
"5303",47.7168000000,-122.1130000000,,"210341"
"5304",47.6938000000,-122.1300000000,,"106855"
"5305",47.7471000000,-122.3520000000,,"93036"
"5306",47.6693000000,-122.3710000000,,"91288"
"5307",47.7641000000,-122.3640000000,,"107544"
"5308",47.4346000000,-122.2010000000,,"65799"
"5309",47.6004000000,-122.1950000000,,"103875"
"5310",47.6000000000,-121.9770000000,,"217574"
"5311",47.3186000000,-122.3640000000,,"65483"
"5312",47.3030000000,-122.2170000000,,"50191"
"5313",47.7260000000,-122.2030000000,,"111497"
"5314",47.6892000000,-122.3190000000,,"128292"
"5315",47.5335000000,-122.2720000000,,"84491"
"5316",47.7396000000,-122.2470000000,,"119653"
"5317",47.6677000000,-122.3160000000,,"63344"
"5318",47.3296000000,-122.1800000000,,"82917"
"5319",47.2979000000,-122.3770000000,,"89736"
"5320",47.6551000000,-122.3600000000,,"116279"
"5321",47.5903000000,-121.9860000000,,"176389"
"5322",47.6052000000,-122.1260000000,,"98805"
"5323",47.5132000000,-122.3840000000,,"104474"
"5324",47.7740000000,-122.0770000000,,"127434"
"5325",47.7766000000,-122.2480000000,,"81796"
"5326",47.5521000000,-121.9950000000,,"124252"
"5327",47.4190000000,-122.3220000000,,"85598"
"5328",47.4518000000,-122.1790000000,,"67985"
"5329",47.6364000000,-122.3710000000,,"127702"
"5330",47.7762000000,-122.1980000000,,"83125"
"5331",47.7191000000,-122.0220000000,,"108080"
"5332",47.7434000000,-122.0950000000,,"127434"
"5333",47.3526000000,-122.0550000000,,"95408"
"5334",47.7524000000,-122.3230000000,,"71607"
"5335",47.7372000000,-122.3160000000,,"81207"
"5336",47.7372000000,-122.3160000000,,"81207"
"5337",47.5595000000,-121.8670000000,,"150943"
"5338",47.7320000000,-122.0770000000,,"165000"
"5339",47.7462000000,-122.2900000000,,"80227"
"5340",47.4511000000,-122.1190000000,,"95658"
"5341",47.6266000000,-122.1030000000,,"135185"
"5342",47.3203000000,-122.1840000000,,"82917"
"5343",47.6681000000,-122.3380000000,,"130909"
"5344",47.5518000000,-121.9980000000,,"124252"
"5345",47.5288000000,-122.3250000000,,"48864"
"5346",47.6612000000,-121.9550000000,,"149688"
"5347",47.3950000000,-122.3110000000,,"51048"
"5348",47.4213000000,-122.0330000000,,"98274"
"5349",47.4522000000,-122.1230000000,,"95658"
"5350",47.7430000000,-122.0360000000,,"133603"
"5351",47.5529000000,-121.9900000000,,"124252"
"5352",47.5513000000,-122.2720000000,,"111026"
"5353",47.5401000000,-122.2920000000,,"53300"
"5354",47.3538000000,-122.0470000000,,"97041"
"5355",47.5683000000,-122.0050000000,,"149385"
"5356",47.6037000000,-122.1190000000,,"98805"
"5357",47.6787000000,-122.3910000000,,"89375"
"5358",47.4038000000,-122.1750000000,,"84271"
"5359",47.7164000000,-122.3060000000,,"59807"
"5360",47.5992000000,-121.9720000000,,"217574"
"5361",47.2010000000,-121.9990000000,,"59833"
"5362",47.7438000000,-122.2460000000,,"119653"
"5363",47.6634000000,-122.2000000000,,"143920"
"5364",47.7313000000,-122.3430000000,,"86696"
"5365",47.7111000000,-122.2390000000,,"166786"
"5366",47.7119000000,-122.2300000000,,"135200"
"5367",47.5441000000,-122.3040000000,,"53300"
"5368",47.3767000000,-122.3030000000,,"38295"
"5369",47.3603000000,-122.0850000000,,"96250"
"5370",47.3799000000,-122.2110000000,,"45804"
"5371",47.4455000000,-122.2780000000,,"51006"
"5372",47.7692000000,-122.2190000000,,"84362"
"5373",47.3542000000,-122.0270000000,,"97041"
"5374",47.6449000000,-122.3890000000,,"71715"
"5375",47.6708000000,-122.1400000000,,"128088"
"5376",47.2618000000,-122.2090000000,,"114792"
"5377",47.3213000000,-122.3780000000,,"65483"
"5378",47.7500000000,-122.1830000000,,"92333"
"5379",47.5453000000,-121.9960000000,,"124252"
"5380",47.6359000000,-122.0330000000,,"180761"
"5381",47.4963000000,-122.3500000000,,"53750"
"5382",47.3244000000,-122.3790000000,,"65483"
"5383",47.6245000000,-122.3160000000,,"103750"
"5384",47.7078000000,-122.2770000000,,"138224"
"5385",47.6810000000,-122.0320000000,,"146596"
"5386",47.3259000000,-121.8960000000,,"92279"
"5387",47.7559000000,-122.2260000000,,"81796"
"5388",47.3683000000,-122.1530000000,,"95313"
"5389",47.4206000000,-122.0230000000,,"98274"
"5390",47.6492000000,-121.9080000000,,"104583"
"5391",47.6024000000,-122.2950000000,,"120608"
"5392",47.7350000000,-122.3090000000,,"81207"
"5393",47.5564000000,-122.1300000000,,"170119"
"5394",47.7350000000,-121.9850000000,,"142738"
"5395",47.4888000000,-122.1840000000,,"59952"
"5396",47.4633000000,-121.9760000000,,"113651"
"5397",47.3703000000,-122.3140000000,,"68449"
"5398",47.6765000000,-122.3020000000,,"113472"
"5399",47.7471000000,-122.2470000000,,"119653"
"5400",47.4612000000,-122.2150000000,,"85031"
"5401",47.7229000000,-122.2020000000,,"111497"
"5402",47.5118000000,-122.2590000000,,"93862"
"5403",47.2824000000,-122.3010000000,,"82955"
"5404",47.4770000000,-122.1160000000,,"115493"
"5405",47.6160000000,-122.1030000000,,"135185"
"5406",47.7607000000,-122.1460000000,,"72569"
"5407",47.4241000000,-122.2900000000,,"54879"
"5408",47.3742000000,-122.2890000000,,"92782"
"5409",47.7069000000,-122.2990000000,,"83295"
"5410",47.7076000000,-122.1010000000,,"210341"
"5411",47.5373000000,-122.0510000000,,"79073"
"5412",47.7664000000,-122.2620000000,,"125339"
"5413",47.5567000000,-122.2730000000,,"111026"
"5414",47.6965000000,-122.3080000000,,"99726"
"5415",47.3343000000,-122.2170000000,,"48019"
"5416",47.3743000000,-122.1160000000,,"110551"
"5417",47.6098000000,-122.1690000000,,"106000"
"5418",47.6651000000,-122.1440000000,,"110625"
"5419",47.6569000000,-122.0200000000,,"149688"
"5420",47.5959000000,-122.3000000000,,"99167"
"5421",47.7071000000,-122.2760000000,,"138224"
"5422",47.6674000000,-122.0460000000,,"165425"
"5423",47.7181000000,-122.0890000000,,"176607"
"5424",47.7328000000,-122.2010000000,,"111497"
"5425",47.6910000000,-122.3870000000,,"126096"
"5426",47.7462000000,-122.1720000000,,"97670"
"5427",47.7082000000,-122.1010000000,,"210341"
"5428",47.6802000000,-122.2080000000,,"118382"
"5429",47.5518000000,-122.2660000000,,"111026"
"5430",47.6046000000,-122.3000000000,,"120608"
"5431",47.7481000000,-122.3270000000,,"90806"
"5432",47.7310000000,-122.3030000000,,"69790"
"5433",47.5329000000,-121.8900000000,,"150943"
"5434",47.5631000000,-122.2130000000,,"202827"
"5435",47.5996000000,-122.0210000000,,"176375"
"5436",47.4355000000,-122.3380000000,,"84964"
"5437",47.5171000000,-122.0290000000,,"102806"
"5438",47.4151000000,-122.3340000000,,"85598"
"5439",47.3539000000,-122.0250000000,,"97041"
"5440",47.5292000000,-122.3230000000,,"48864"
"5441",47.5771000000,-122.3800000000,,"114212"
"5442",47.6974000000,-122.3560000000,,"79375"
"5443",47.7548000000,-122.3270000000,,"86750"
"5444",47.5701000000,-122.1880000000,,"163864"
"5445",47.4958000000,-122.1910000000,,"59952"
"5446",47.5303000000,-122.1310000000,,"120231"
"5447",47.4964000000,-122.1680000000,,"66433"
"5448",47.7511000000,-122.0720000000,,"133603"
"5449",47.6534000000,-122.1950000000,,"143920"
"5450",47.5841000000,-122.3830000000,,"102569"
"5451",47.4319000000,-122.1480000000,,"108256"
"5452",47.5542000000,-122.0010000000,,"124252"
"5453",47.4104000000,-122.1720000000,,"84271"
"5454",47.5697000000,-122.1630000000,,"147450"
"5455",47.7337000000,-122.1210000000,,"210341"
"5456",47.2568000000,-121.9520000000,,"92279"
"5457",47.6524000000,-122.1840000000,,"127708"
"5458",47.7368000000,-122.2980000000,,"80227"
"5459",47.7604000000,-122.1980000000,,"83125"
"5460",47.5698000000,-121.9990000000,,"149385"
"5461",47.2576000000,-122.0990000000,,"96667"
"5462",47.4693000000,-122.3640000000,,"77455"
"5463",47.2924000000,-122.1970000000,,"64802"
"5464",47.5686000000,-122.3850000000,,"114212"
"5465",47.7420000000,-122.1730000000,,"97670"
"5466",47.5867000000,-122.1110000000,,"117917"
"5467",47.4964000000,-122.2630000000,,"93862"
"5468",47.7533000000,-122.3070000000,,"71607"
"5469",47.7476000000,-122.3500000000,,"93036"
"5470",47.3924000000,-122.3080000000,,"51048"
"5471",47.7512000000,-122.3180000000,,"71607"
"5472",47.6197000000,-122.1500000000,,"102580"
"5473",47.3520000000,-122.0380000000,,"97041"
"5474",47.3066000000,-122.2230000000,,"63516"
"5475",47.6550000000,-122.0290000000,,"165425"
"5476",47.6527000000,-122.1950000000,,"143920"
"5477",47.7498000000,-122.1810000000,,"92333"
"5478",47.4007000000,-122.2940000000,,"51048"
"5479",47.6394000000,-122.2800000000,,"135956"
"5480",47.4651000000,-122.1840000000,,"100461"
"5481",47.4700000000,-122.0000000000,,"113651"
"5482",47.4725000000,-122.1870000000,,"62953"
"5483",47.6276000000,-122.2050000000,,"140026"
"5484",47.5529000000,-122.1200000000,,"152560"
"5485",47.5345000000,-122.2740000000,,"53295"
"5486",47.4307000000,-122.1700000000,,"92531"
"5487",47.3541000000,-122.3030000000,,"51689"
"5488",47.2906000000,-122.0550000000,,"90781"
"5489",47.6569000000,-122.1230000000,,"136250"
"5490",47.4356000000,-122.1100000000,,"104330"
"5491",47.6500000000,-122.3400000000,,"101270"
"5492",47.5073000000,-122.3370000000,,"49260"
"5493",47.5354000000,-122.2730000000,,"53295"
"5494",47.4646000000,-122.3610000000,,"100077"
"5495",47.7280000000,-122.2060000000,,"111497"
"5496",47.4604000000,-122.1700000000,,"82222"
"5497",47.6051000000,-122.3110000000,,"83090"
"5498",47.6643000000,-122.2030000000,,"134665"
"5499",47.5719000000,-122.2840000000,,"87188"
"5500",47.5391000000,-122.2740000000,,"53295"
"5501",47.5931000000,-122.1160000000,,"98805"
"5502",47.7366000000,-122.2040000000,,"109943"
"5503",47.5541000000,-122.1620000000,,"170119"
"5504",47.5694000000,-122.2830000000,,"87188"
"5505",47.7429000000,-122.0720000000,,"133603"
"5506",47.3217000000,-122.3170000000,,"65302"
"5507",47.3890000000,-122.0880000000,,"112050"
"5508",47.3351000000,-122.0440000000,,"104883"
"5509",47.4326000000,-122.2860000000,,"54879"
"5510",47.5309000000,-122.3470000000,,"56629"
"5511",47.7355000000,-122.2020000000,,"109943"
"5512",47.5063000000,-122.3690000000,,"83919"
"5513",47.6500000000,-122.1550000000,,"100903"
"5514",47.7240000000,-122.3230000000,,"69790"
"5515",47.6776000000,-122.3600000000,,"106172"
"5516",47.3643000000,-122.0410000000,,"118548"
"5517",47.7509000000,-122.0560000000,,"133603"
"5518",47.3093000000,-122.3850000000,,"89736"
"5519",47.7715000000,-122.3400000000,,"66734"
"5520",47.4448000000,-121.7700000000,,"107044"
"5521",47.7412000000,-122.0950000000,,"127434"
"5522",47.7346000000,-121.9830000000,,"142738"
"5523",47.5600000000,-122.1320000000,,"158909"
"5524",47.7027000000,-122.3570000000,,"79375"
"5525",47.3087000000,-122.2640000000,,"92632"
"5526",47.7744000000,-122.3380000000,,"66734"
"5527",47.5719000000,-121.9990000000,,"149385"
"5528",47.5734000000,-122.4120000000,,"110368"
"5529",47.6886000000,-122.3750000000,,"103470"
"5530",47.7680000000,-122.3150000000,,"71033"
"5531",47.5677000000,-122.2810000000,,"87188"
"5532",47.7060000000,-122.2900000000,,"105286"
"5533",47.5412000000,-122.2860000000,,"32247"
"5534",47.5113000000,-122.3470000000,,"49260"
"5535",47.5862000000,-122.1180000000,,"117917"
"5536",47.7605000000,-122.2170000000,,"84362"
"5537",47.3768000000,-122.0280000000,,"119466"
"5538",47.1896000000,-122.0140000000,,"51559"
"5539",47.5994000000,-122.0170000000,,"176375"
"5540",47.4811000000,-122.1820000000,,"72500"
"5541",47.6208000000,-122.1390000000,,"97241"
"5542",47.4799000000,-122.1830000000,,"72500"
"5543",47.6623000000,-122.1520000000,,"110625"
"5544",47.5787000000,-122.2930000000,,"95075"
"5545",47.2094000000,-121.9960000000,,"59833"
"5546",47.6745000000,-122.1440000000,,"110625"
"5547",47.6410000000,-122.1130000000,,"145221"
"5548",47.6952000000,-122.1880000000,,"125600"
"5549",47.5527000000,-121.9920000000,,"124252"
"5550",47.7305000000,-122.2250000000,,"100069"
"5551",47.6626000000,-122.3370000000,,"87112"
"5552",47.7750000000,-122.1390000000,,"72569"
"5553",47.3078000000,-122.3370000000,,"63158"
"5554",47.5545000000,-122.0030000000,,"124252"
"5555",47.5951000000,-122.0360000000,,"149743"
"5556",47.6690000000,-122.0670000000,,"119250"
"5557",47.4102000000,-122.1950000000,,"79158"
"5558",47.3491000000,-122.1770000000,,"73610"
"5559",47.4340000000,-122.1540000000,,"108256"
"5560",47.7584000000,-122.2710000000,,"125481"
"5561",47.6694000000,-122.2790000000,,"127373"
"5562",47.6058000000,-122.3130000000,,"51190"
"5563",47.5282000000,-122.3840000000,,"107201"
"5564",47.6714000000,-122.2800000000,,"127373"
"5565",47.3109000000,-122.2250000000,,"63516"
"5566",47.7569000000,-122.3340000000,,"86750"
"5567",47.5622000000,-122.2910000000,,"87188"
"5568",47.5798000000,-122.3060000000,,"74953"
"5569",47.2738000000,-122.3010000000,,"79394"
"5570",47.3594000000,-122.1750000000,,"73610"
"5571",47.3626000000,-122.1110000000,,"88791"
"5572",47.3839000000,-122.2880000000,,"92782"
"5573",47.7262000000,-122.2220000000,,"100069"
"5574",47.7282000000,-122.1860000000,,"95313"
"5575",47.7419000000,-122.0730000000,,"133603"
"5576",47.7721000000,-122.2350000000,,"81796"
"5577",47.3291000000,-122.3040000000,,"46488"
"5578",47.4755000000,-122.1570000000,,"113682"
"5579",47.6553000000,-121.9120000000,,"104583"
"5580",47.7304000000,-122.3080000000,,"69790"
"5581",47.7648000000,-122.1590000000,,"93750"
"5582",47.7591000000,-122.2950000000,,"113438"
"5583",47.7412000000,-122.3270000000,,"90806"
"5584",47.6144000000,-122.2280000000,,"196250"
"5585",47.6023000000,-122.2050000000,,"163864"
"5586",47.3764000000,-122.1790000000,,"96917"
"5587",47.7076000000,-122.2840000000,,"105286"
"5588",47.7076000000,-122.2840000000,,"105286"
"5589",47.7320000000,-122.1970000000,,"111497"
"5590",47.5712000000,-121.9950000000,,"149385"
"5591",47.2612000000,-122.2940000000,,"96489"
"5592",47.7034000000,-122.2360000000,,"135200"
"5593",47.4476000000,-122.3320000000,,"69036"
"5594",47.3381000000,-122.3320000000,,"97372"
"5595",47.6462000000,-122.2120000000,,"134665"
"5596",47.4809000000,-122.3350000000,,"60989"
"5597",47.3262000000,-122.2110000000,,"60558"
"5598",47.4871000000,-122.2030000000,,"81216"
"5599",47.4852000000,-122.1250000000,,"115493"
"5600",47.2132000000,-122.0010000000,,"59833"
"5601",47.6901000000,-122.3820000000,,"103470"
"5602",47.6346000000,-122.0630000000,,"166591"
"5603",47.5435000000,-121.9660000000,,"124252"
"5604",47.7024000000,-122.1980000000,,"90270"
"5605",47.7193000000,-122.1840000000,,"95313"
"5606",47.7601000000,-122.3070000000,,"71607"
"5607",47.5356000000,-122.0460000000,,"79073"
"5608",47.4225000000,-122.1530000000,,"102566"
"5609",47.5763000000,-122.2190000000,,"96563"
"5610",47.4792000000,-122.1810000000,,"72500"
"5611",47.6442000000,-122.3690000000,,"109567"
"5612",47.6285000000,-122.3610000000,,"74063"
"5613",47.7726000000,-122.1970000000,,"83125"
"5614",47.6723000000,-122.2630000000,,"175735"
"5615",47.5720000000,-122.2890000000,,"87188"
"5616",47.4836000000,-122.2140000000,,"47755"
"5617",47.7357000000,-122.1970000000,,"109943"
"5618",47.5222000000,-122.3790000000,,"99706"
"5619",47.5810000000,-121.9710000000,,"124252"
"5620",47.5071000000,-122.2650000000,,"93862"
"5621",47.3650000000,-122.1840000000,,"73610"
"5622",47.5728000000,-122.3120000000,,"74953"
"5623",47.4892000000,-122.1810000000,,"59952"
"5624",47.4781000000,-122.3570000000,,"77455"
"5625",47.4491000000,-122.4530000000,,"71444"
"5626",47.5350000000,-121.8670000000,,"150943"
"5627",47.3566000000,-122.3200000000,,"68449"
"5628",47.5271000000,-122.0360000000,,"102806"
"5629",47.6212000000,-122.0430000000,,"170063"
"5630",47.5216000000,-122.3740000000,,"99706"
"5631",47.7759000000,-122.2720000000,,"125481"
"5632",47.5951000000,-122.1440000000,,"84583"
"5633",47.5375000000,-122.3740000000,,"99706"
"5634",47.4904000000,-122.2030000000,,"81216"
"5635",47.6619000000,-122.3520000000,,"95917"
"5636",47.3217000000,-122.3180000000,,"65302"
"5637",47.7372000000,-122.2000000000,,"109943"
"5638",47.3259000000,-122.1670000000,,"82917"
"5639",47.7409000000,-122.0520000000,,"133603"
"5640",47.5201000000,-122.2040000000,,"81216"
"5641",47.6541000000,-122.3290000000,,"120318"
"5642",47.6796000000,-122.2790000000,,"103333"
"5643",47.4480000000,-122.0880000000,,"104330"
"5644",47.6833000000,-122.3120000000,,"115000"
"5645",47.6304000000,-122.0510000000,,"170063"
"5646",47.6834000000,-122.0970000000,,"119250"
"5647",47.3282000000,-122.3320000000,,"65302"
"5648",47.7637000000,-122.3510000000,,"66734"
"5649",47.3630000000,-122.3080000000,,"68449"
"5650",47.6997000000,-122.3050000000,,"99726"
"5651",47.6634000000,-122.1720000000,,"127708"
"5652",47.6022000000,-122.1340000000,,"98805"
"5653",47.5528000000,-122.2290000000,,"203313"
"5654",47.5617000000,-122.1300000000,,"170119"
"5655",47.6874000000,-122.1650000000,,"99696"
"5656",47.4979000000,-122.3710000000,,"83919"
"5657",47.6348000000,-122.1960000000,,"140026"
"5658",47.3391000000,-122.3090000000,,"62036"
"5659",47.5865000000,-122.3970000000,,"102569"
"5660",47.6183000000,-122.1130000000,,"119567"
"5661",47.5894000000,-122.1110000000,,"117917"
"5662",47.5588000000,-122.1240000000,,"170119"
"5663",47.4005000000,-122.3110000000,,"51048"
"5664",47.6313000000,-122.3030000000,,"157670"
"5665",47.5434000000,-122.3950000000,,"105896"
"5666",47.6700000000,-122.3890000000,,"89375"
"5667",47.3117000000,-122.2540000000,,"92632"
"5668",47.4629000000,-121.7430000000,,"107044"
"5669",47.4289000000,-122.1640000000,,"102566"
"5670",47.6349000000,-122.2040000000,,"140026"
"5671",47.5465000000,-122.1550000000,,"170119"
"5672",47.7423000000,-122.1730000000,,"97670"
"5673",47.6875000000,-122.2020000000,,"118382"
"5674",47.7515000000,-122.3530000000,,"74643"
"5675",47.6367000000,-122.2060000000,,"140026"
"5676",47.6531000000,-122.1960000000,,"143920"
"5677",47.3196000000,-122.3950000000,,"65483"
"5678",47.5731000000,-122.1350000000,,"96471"
"5679",47.5987000000,-122.1460000000,,"72942"
"5680",47.7439000000,-121.9770000000,,"119813"
